PANID,WEEK,UNITs,OUTLET,DOLLARS,IRI_KEY,COLUPC,city,chain,*STUBSPEC 1440RC,VOL_EQ,PRODUCT TYPE,FLAVOR/SCENT,FORM,PACKAGE,BREWING METHOD,L5,brand,income,size,race
1109595,1379,1,GR,3,248128,24300070590,Pittsfield,3,        +MSTBL SMTH GRND CFE      11.5OZ 0 2 43000 70590 1  1 0.7188RP   00190,1,COFFEE,MISSING,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE MASTER BLEND,1,9,3,1
1109595,1379,2,GR,6,248128,34300070150,Pittsfield,3,        +MAXHS FRCHR GRND CFE     11.5OZ 0 3 43000 70150 1  1 0.7188RP   00125,1,COFFEE,FRENCH ROAST,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,9,3,1
1109595,1381,2,GR,6,248128,12550080258,Pittsfield,3,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80258 1  1 0.8125RP   02763,1,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,9,3,1
1109595,1385,1,GR,3,248128,14300070821,Pittsfield,3,        +MAXHS SLWRS GRND CFE     11.5OZ 0 1 43000 70821 1  1 0.7188RP   00166,1,COFFEE,SLOW ROAST,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,9,3,1
1109595,1388,4,GR,12,248128,32550082100,Pittsfield,3,        +FOLGR FRCHR GRND CFE     11.5OZ 0 3 25500 82100 1  1 0.7188RP   02788,1,COFFEE,FRENCH ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,9,3,1
1109595,1392,1,GR,3,248128,12550080258,Pittsfield,3,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80258 1  1 0.8125RP   02763,1,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,9,3,1
1109595,1392,1,GR,3,248128,32550006279,Pittsfield,3,        +FLCOH BKFBL GRND CFE     11.5OZ 0 3 25500  6279 1  1 0.7188RP   02828,1,COFFEE,BREAKFAST BLEND,GROUND,CAN,ALL PURPOSE,FOLGERS COFFEE HOUSE,2,9,3,1
1109595,1393,1,GR,3,248128,12550006539,Pittsfield,3,        +FOLGR CLSRS GRND CFE     11.5OZ 0 1 25500  6539 1  1 0.7188RP   02778,1,COFFEE,CLASSIC ROAST,GROUND,CAN,FOR ALL COFEE MAKERS,FOLGERS,2,9,3,1
1109595,1393,1,GR,3,248128,32550000051,Pittsfield,3,        +FOLGR CLMBI GRND CFE     11.5OZ 0 3 25500    51 1  1 0.7188RP   02759,1,COFFEE,COLOMBIAN,GROUND,CANISTER,FOR ALL COFEE MAKERS,FOLGERS,2,9,3,1
1109595,1399,1,GR,3,248128,14300075105,Pittsfield,3,        +MAXHS CSPME GRND CFE       11OZ 0 1 43000 75105 1  1 0.6875RP   00120,1,COFFEE,COLOMBIAN SUPREME,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,9,3,1
1109595,1399,1,GR,3,248128,24300070590,Pittsfield,3,        +MSTBL SMTH GRND CFE      11.5OZ 0 2 43000 70590 1  1 0.7188RP   00190,1,COFFEE,MISSING,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE MASTER BLEND,1,9,3,1
1109595,1400,1,GR,3,248128,14300070821,Pittsfield,3,        +MAXHS SLWRS GRND CFE     11.5OZ 0 1 43000 70821 1  1 0.7188RP   00166,1,COFFEE,SLOW ROAST,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,9,3,1
1109595,1409,1,GR,3,248128,42550000051,Pittsfield,3,        +FLCOH CLMBI GRND CFE     11.5OZ 0 4 25500    51 1  1 0.7188RP   02834,1,COFFEE,COLOMBIAN,GROUND,CAN,ALL PURPOSE,FOLGERS COFFEE HOUSE,2,9,3,1
1109595,1409,1,GR,3,248128,42550082100,Pittsfield,3,        +FLCOH FRCHR GRND CFE     11.5OZ 0 4 25500 82100 1  1 0.7188RP   02840,1,COFFEE,FRENCH ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS COFFEE HOUSE,2,9,3,1
1109595,1412,2,GR,6,248128,12550080258,Pittsfield,3,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80258 1  1 0.8125RP   02763,1,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,9,3,1
1109595,1418,1,GR,3,248128,24300070340,Pittsfield,3,        +MAXHS REG GRND CFE       11.5OZ 0 2 43000 70340 1  1 0.7188RP   00163,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,9,3,1
1109595,1424,1,GR,2,248128,42550000051,Pittsfield,3,        +FLCOH CLMBI GRND CFE     11.5OZ 0 4 25500    51 1  1 0.7188RP   02834,1,COFFEE,COLOMBIAN,GROUND,CAN,ALL PURPOSE,FOLGERS COFFEE HOUSE,2,9,3,1
1109603,1412,1,GR,6,213290,12550007096,Pittsfield,1,        +FOLGR CHTRF GRND CFE       12OZ 0 1 25500  7096 1  1 0.7500RP   02758,1,COFFEE,CHOCOLATE TRUFFLE,GROUND,FOIL BAG,ALL PURPOSE,FOLGERS,2,12,2,1
1109629,1376,1,GR,2,259111,32550000051,Pittsfield,9,        +FOLGR CLMBI GRND CFE     11.5OZ 0 3 25500    51 1  1 0.7188RP   02759,1,COFFEE,COLOMBIAN,GROUND,CANISTER,FOR ALL COFEE MAKERS,FOLGERS,2,8,4,1
1109629,1376,1,GR,2,259111,32550080288,Pittsfield,9,        +FOLGR GRTSP GRND CFE     11.5OZ 0 3 25500 80288 1  1 0.7188RP   02794,1,COFFEE,MISSING,GROUND,CAN,ALL PURPOSE,FOLGERS,2,8,4,1
1109629,1425,1,GR,2,248128,24300070130,Pittsfield,3,        +MAXHS REG GRND CFE CAFEN   13OZ 0 2 43000 70130 1  1 0.8125RP   00148,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,8,4,1
1109728,1379,1,GR,1,213290,24300070590,Pittsfield,1,        +MSTBL SMTH GRND CFE      11.5OZ 0 2 43000 70590 1  1 0.7188RP   00190,1,COFFEE,MISSING,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE MASTER BLEND,1,8,2,1
1109736,1425,1,GR,3,652159,12550080258,Pittsfield,2,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80258 1  1 0.8125RP   02763,1,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,11,2,1
1109868,1375,1,GR,2,213290,12550080258,Pittsfield,1,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80258 1  1 0.8125RP   02763,1,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,5,2,1
1109868,1375,1,GR,2,213290,22550006279,Pittsfield,1,        +FOLGR BKFBL GRND CFE     11.5OZ 0 2 25500  6279 1  1 0.7188RP   02755,1,COFFEE,BREAKFAST BLEND,GROUND,CANISTER,ALL PURPOSE,FOLGERS,2,5,2,1
1109868,1377,1,GR,4,213290,22550081122,Pittsfield,1,        +FGCFS REG GRND CFE DECAF    3OZ 0 2 25500 81122 1  1 0.1875RP   06772,0,COFFEE,REGULAR,GROUND,BOX,COFFEE BAG,FOLGERS COFFEE SINGLES,2,5,2,1
1109868,1387,2,GR,6,652159,24300070130,Pittsfield,2,        +MAXHS REG GRND CFE CAFEN   13OZ 0 2 43000 70130 1  1 0.8125RP   00148,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,5,2,1
1109868,1389,1,GR,2,213290,24300070130,Pittsfield,1,        +MAXHS REG GRND CFE CAFEN   13OZ 0 2 43000 70130 1  1 0.8125RP   00148,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,5,2,1
1109868,1391,1,GR,4,248128,14300074410,Pittsfield,3,        +MAXHS REG GRND CFE       11.5OZ 0 1 43000 74410 1  1 0.7188RP   05993,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,5,2,1
1109868,1397,2,GR,3,248128,12550080258,Pittsfield,3,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80258 1  1 0.8125RP   02763,1,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,5,2,1
1109868,1398,1,GR,2,259111,24300070130,Pittsfield,9,        +MAXHS REG GRND CFE CAFEN   13OZ 0 2 43000 70130 1  1 0.8125RP   00148,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,5,2,1
1109868,1407,1,GR,3,213290,12550080258,Pittsfield,1,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80258 1  1 0.8125RP   02763,1,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,5,2,1
1109868,1411,2,GR,4,652159,24300070130,Pittsfield,2,        +MAXHS REG GRND CFE CAFEN   13OZ 0 2 43000 70130 1  1 0.8125RP   00148,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,5,2,1
1109868,1419,1,GR,2,266596,24300070130,Pittsfield,5,        +MAXHS REG GRND CFE CAFEN   13OZ 0 2 43000 70130 1  1 0.8125RP   00148,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,5,2,1
1109868,1421,1,GR,2,213290,24300070130,Pittsfield,1,        +MAXHS REG GRND CFE CAFEN   13OZ 0 2 43000 70130 1  1 0.8125RP   00148,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,5,2,1
1109892,1396,1,GR,2,652159,24300070130,Pittsfield,2,        +MAXHS REG GRND CFE CAFEN   13OZ 0 2 43000 70130 1  1 0.8125RP   00148,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,9,3,1
1109892,1396,1,GR,2,652159,24300070130,Pittsfield,2,        +MAXHS REG GRND CFE CAFEN   13OZ 0 2 43000 70130 1  1 0.8125RP   00148,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,9,3,1
1109892,1410,1,GR,3,652159,24300070340,Pittsfield,2,        +MAXHS REG GRND CFE       11.5OZ 0 2 43000 70340 1  1 0.7188RP   00163,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,9,3,1
1109892,1419,1,GR,8,652159,12550080273,Pittsfield,2,        +FOLGR CLSRS GRND CFE       39OZ 0 1 25500 80273 1  1 2.4375RP   02768,2,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,9,3,1
1110346,1378,1,GR,3,248128,24300070130,Pittsfield,3,        +MAXHS REG GRND CFE CAFEN   13OZ 0 2 43000 70130 1  1 0.8125RP   00148,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,10,3,1
1110346,1398,1,GR,3,248128,12550080258,Pittsfield,3,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80258 1  1 0.8125RP   02763,1,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,10,3,1
1110346,1404,1,GR,3,648764,12550080258,Other,,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80258 1  1 0.8125RP   02763,1,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,10,3,1
1110346,1404,1,GR,3,648764,32550000051,Other,,        +FOLGR CLMBI GRND CFE     11.5OZ 0 3 25500    51 1  1 0.7188RP   02759,1,COFFEE,COLOMBIAN,GROUND,CANISTER,FOR ALL COFEE MAKERS,FOLGERS,2,10,3,1
1110346,1404,1,GR,3,648764,42550082100,Other,,        +FLCOH FRCHR GRND CFE     11.5OZ 0 4 25500 82100 1  1 0.7188RP   02840,1,COFFEE,FRENCH ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS COFFEE HOUSE,2,10,3,1
1110346,1421,2,GR,3,648764,24300070130,Other,,        +MAXHS REG GRND CFE CAFEN   13OZ 0 2 43000 70130 1  1 0.8125RP   00148,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,10,3,1
1110346,1424,1,GR,2,248128,32550006279,Pittsfield,3,        +FLCOH BKFBL GRND CFE     11.5OZ 0 3 25500  6279 1  1 0.7188RP   02828,1,COFFEE,BREAKFAST BLEND,GROUND,CAN,ALL PURPOSE,FOLGERS COFFEE HOUSE,2,10,3,1
1110346,1424,1,GR,2,248128,42550080288,Pittsfield,3,        +FLCOH GRTSP GRND CFE     11.5OZ 0 4 25500 80288 1  1 0.7188RP   02847,1,COFFEE,MISSING,GROUND,CAN,ALL PURPOSE,FOLGERS COFFEE HOUSE,2,10,3,1
1110346,1424,1,GR,2,248128,42550082100,Pittsfield,3,        +FLCOH FRCHR GRND CFE     11.5OZ 0 4 25500 82100 1  1 0.7188RP   02840,1,COFFEE,FRENCH ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS COFFEE HOUSE,2,10,3,1
1110379,1396,1,GR,3,652159,14300075105,Pittsfield,2,        +MAXHS CSPME GRND CFE       11OZ 0 1 43000 75105 1  1 0.6875RP   00120,1,COFFEE,COLOMBIAN SUPREME,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,6,2,1
1110403,1377,1,GR,3,652159,22550080031,Pittsfield,2,        +FOLGR REG GRND CFE DECAF   13OZ 0 2 25500 80031 1  1 0.8125RP   06760,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,FOLGERS,2,8,2,1
1110437,1377,1,GR,8,652159,12550006541,Pittsfield,2,        +FGSLT CLSRS GRND CFE     34.5OZ 0 1 25500  6541 1  1 2.1563RP   02862,2,COFFEE,CLASSIC ROAST,GROUND,CANISTER,ALL PURPOSE,FOLGERS LITE,2,3,1,1
1110437,1393,1,GR,8,652159,12550006541,Pittsfield,2,        +FGSLT CLSRS GRND CFE     34.5OZ 0 1 25500  6541 1  1 2.1563RP   02862,2,COFFEE,CLASSIC ROAST,GROUND,CANISTER,ALL PURPOSE,FOLGERS LITE,2,3,1,1
1110437,1401,1,GR,5,213290,11114110118,Pittsfield,1,        +8OCLK HZLNT GRND CFE       12OZ 0 1 11141 10118 1  1 0.7500RP   03608,1,COFFEE,HAZELNUT,GROUND,FOIL BAG,ALL PURPOSE,EIGHT O CLOCK,3,3,1,1
1110437,1404,1,GR,3,213290,24300070130,Pittsfield,1,        +MAXHS REG GRND CFE CAFEN   13OZ 0 2 43000 70130 1  1 0.8125RP   00148,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,3,1,1
1110437,1406,2,GR,6,234140,12550006539,Pittsfield,2,        +FOLGR CLSRS GRND CFE     11.5OZ 0 1 25500  6539 1  1 0.7188RP   02778,1,COFFEE,CLASSIC ROAST,GROUND,CAN,FOR ALL COFEE MAKERS,FOLGERS,2,3,1,1
1110437,1409,1,GR,5,652159,14300074412,Pittsfield,2,        +MAXHS REG GRND CFE       34.5OZ 0 1 43000 74412 1  1 2.1563RP   05997,2,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,3,1,1
1110437,1413,1,GR,4,213290,14300070214,Pittsfield,1,        +MAXHS REG GRND CFE CAFEN    3OZ 0 1 43000 70214 1  1 0.1875RP   00162,0,COFFEE,REGULAR,GROUND,INDIVDL WRAP IN BOX,COFFEE BAG,MAXWELL HOUSE,1,3,1,1
1110445,1388,1,GR,7,652159,14300070170,Pittsfield,2,        +MAXHS FRCHR GRND CFE     34.5OZ 0 1 43000 70170 1  1 2.1563RP   00127,2,COFFEE,FRENCH ROAST,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,7,1,1
1110460,,,,,,,,,,,,,,,,,,1,1,1
1110486,1381,2,GR,5,213290,32550000051,Pittsfield,1,        +FOLGR CLMBI GRND CFE     11.5OZ 0 3 25500    51 1  1 0.7188RP   02759,1,COFFEE,COLOMBIAN,GROUND,CANISTER,FOR ALL COFEE MAKERS,FOLGERS,2,8,2,1
1110486,1414,1,GR,6,213290,22550000053,Pittsfield,1,        +FLCOH CLMBI GRND CFE     34.5OZ 0 2 25500    53 1  1 2.1563RP   02836,2,COFFEE,COLOMBIAN,GROUND,CAN,AUTOMATIC DRIP,FOLGERS COFFEE HOUSE,2,8,2,1
1110486,1420,2,GR,10,213290,22550000053,Pittsfield,1,        +FLCOH CLMBI GRND CFE     34.5OZ 0 2 25500    53 1  1 2.1563RP   02836,2,COFFEE,COLOMBIAN,GROUND,CAN,AUTOMATIC DRIP,FOLGERS COFFEE HOUSE,2,8,2,1
1110544,,,,,,,,,,,,,,,,,,7,2,1
1110650,1375,3,GR,5,213290,12550080258,Pittsfield,1,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80258 1  1 0.8125RP   02763,1,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,10,4,1
1110650,1379,4,GR,7,213290,32550082100,Pittsfield,1,        +FOLGR FRCHR GRND CFE     11.5OZ 0 3 25500 82100 1  1 0.7188RP   02788,1,COFFEE,FRENCH ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,10,4,1
1110650,1381,1,GR,3,213290,12550080258,Pittsfield,1,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80258 1  1 0.8125RP   02763,1,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,10,4,1
1110650,1381,1,GR,3,213290,32550082100,Pittsfield,1,        +FOLGR FRCHR GRND CFE     11.5OZ 0 3 25500 82100 1  1 0.7188RP   02788,1,COFFEE,FRENCH ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,10,4,1
1110650,1400,2,GR,4,213290,14300075105,Pittsfield,1,        +MAXHS CSPME GRND CFE       11OZ 0 1 43000 75105 1  1 0.6875RP   00120,1,COFFEE,COLOMBIAN SUPREME,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,10,4,1
1110650,1405,1,GR,2,213290,42550000051,Pittsfield,1,        +FLCOH CLMBI GRND CFE     11.5OZ 0 4 25500    51 1  1 0.7188RP   02834,1,COFFEE,COLOMBIAN,GROUND,CAN,ALL PURPOSE,FOLGERS COFFEE HOUSE,2,10,4,1
1110650,1405,1,GR,2,213290,42550082100,Pittsfield,1,        +FLCOH FRCHR GRND CFE     11.5OZ 0 4 25500 82100 1  1 0.7188RP   02840,1,COFFEE,FRENCH ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS COFFEE HOUSE,2,10,4,1
1110650,1410,2,GR,16,652159,22550000053,Pittsfield,2,        +FLCOH CLMBI GRND CFE     34.5OZ 0 2 25500    53 1  1 2.1563RP   02836,2,COFFEE,COLOMBIAN,GROUND,CAN,AUTOMATIC DRIP,FOLGERS COFFEE HOUSE,2,10,4,1
1110650,1411,1,GR,2,213290,24300070130,Pittsfield,1,        +MAXHS REG GRND CFE CAFEN   13OZ 0 2 43000 70130 1  1 0.8125RP   00148,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,10,4,1
1110650,1411,1,GR,2,213290,24300070590,Pittsfield,1,        +MSTBL SMTH GRND CFE      11.5OZ 0 2 43000 70590 1  1 0.7188RP   00190,1,COFFEE,MISSING,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE MASTER BLEND,1,10,4,1
1110650,1414,2,GR,7,213290,14300075105,Pittsfield,1,        +MAXHS CSPME GRND CFE       11OZ 0 1 43000 75105 1  1 0.6875RP   00120,1,COFFEE,COLOMBIAN SUPREME,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,10,4,1
1110650,1420,1,GR,5,213290,22550000053,Pittsfield,1,        +FLCOH CLMBI GRND CFE     34.5OZ 0 2 25500    53 1  1 2.1563RP   02836,2,COFFEE,COLOMBIAN,GROUND,CAN,AUTOMATIC DRIP,FOLGERS COFFEE HOUSE,2,10,4,1
1110650,1421,2,GR,3,213290,14300075105,Pittsfield,1,        +MAXHS CSPME GRND CFE       11OZ 0 1 43000 75105 1  1 0.6875RP   00120,1,COFFEE,COLOMBIAN SUPREME,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,10,4,1
1110650,1421,2,GR,3,213290,24300070340,Pittsfield,1,        +MAXHS REG GRND CFE       11.5OZ 0 2 43000 70340 1  1 0.7188RP   00163,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,10,4,1
1110809,,,,,,,,,,,,,,,,,,2,1,1
1110833,,,,,,,,,,,,,,,,,,6,2,1
1110973,,,,,,,,,,,,,,,,,,9,2,1
1111138,1396,1,GR,2,652159,24300070130,Pittsfield,2,        +MAXHS REG GRND CFE CAFEN   13OZ 0 2 43000 70130 1  1 0.8125RP   00148,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,8,1,1
1111187,,,,,,,,,,,,,,,,,,6,2,1
1111229,1387,1,GR,3,652159,24300070590,Pittsfield,2,        +MSTBL SMTH GRND CFE      11.5OZ 0 2 43000 70590 1  1 0.7188RP   00190,1,COFFEE,MISSING,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE MASTER BLEND,1,5,2,1
1111229,1387,1,GR,3,652159,34300070150,Pittsfield,2,        +MAXHS FRCHR GRND CFE     11.5OZ 0 3 43000 70150 1  1 0.7188RP   00125,1,COFFEE,FRENCH ROAST,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,5,2,1
1111245,1375,2,GR,3,213290,32550000051,Pittsfield,1,        +FOLGR CLMBI GRND CFE     11.5OZ 0 3 25500    51 1  1 0.7188RP   02759,1,COFFEE,COLOMBIAN,GROUND,CANISTER,FOR ALL COFEE MAKERS,FOLGERS,2,3,2,1
1111245,1375,1,GR,2,213290,32550082100,Pittsfield,1,        +FOLGR FRCHR GRND CFE     11.5OZ 0 3 25500 82100 1  1 0.7188RP   02788,1,COFFEE,FRENCH ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,3,2,1
1111245,1396,1,GR,3,652159,14300075105,Pittsfield,2,        +MAXHS CSPME GRND CFE       11OZ 0 1 43000 75105 1  1 0.6875RP   00120,1,COFFEE,COLOMBIAN SUPREME,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,3,2,1
1111245,1418,1,GR,2,266596,12550080258,Pittsfield,5,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80258 1  1 0.8125RP   02763,1,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,3,2,1
1111245,1420,2,GR,7,213290,24300070590,Pittsfield,1,        +MSTBL SMTH GRND CFE      11.5OZ 0 2 43000 70590 1  1 0.7188RP   00190,1,COFFEE,MISSING,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE MASTER BLEND,1,3,2,1
1111286,1388,1,GR,3,248128,24300070130,Pittsfield,3,        +MAXHS REG GRND CFE CAFEN   13OZ 0 2 43000 70130 1  1 0.8125RP   00148,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,2,1,1
1111286,1396,1,GR,3,652159,14300075105,Pittsfield,2,        +MAXHS CSPME GRND CFE       11OZ 0 1 43000 75105 1  1 0.6875RP   00120,1,COFFEE,COLOMBIAN SUPREME,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,2,1,1
1111435,1396,1,GR,2,234140,24300070590,Pittsfield,2,        +MSTBL SMTH GRND CFE      11.5OZ 0 2 43000 70590 1  1 0.7188RP   00190,1,COFFEE,MISSING,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE MASTER BLEND,1,8,2,1
1111450,1378,1,GR,6,234140,12550006321,Pittsfield,2,        +FOLGR SPLRS GRND CFE     34.5OZ 0 1 25500  6321 1  1 2.1563RP   02820,2,COFFEE,SPECIAL ROAST,GROUND,CAN,AUTOMATIC DRIP,FOLGERS,2,9,3,1
1111450,1378,1,GR,6,234140,12550080273,Pittsfield,2,        +FOLGR CLSRS GRND CFE       39OZ 0 1 25500 80273 1  1 2.4375RP   02768,2,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,9,3,1
1111450,1392,2,GR,16,652159,12550080273,Pittsfield,2,        +FOLGR CLSRS GRND CFE       39OZ 0 1 25500 80273 1  1 2.4375RP   02768,2,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,9,3,1
1111450,1399,1,GR,4,234140,12550006764,Pittsfield,2,        +FOLGR FVAN GRND CFE      11.5OZ 0 1 25500  6764 1  1 0.7188RP   02790,1,COFFEE,FRENCH VANILLA,GROUND,CAN,ALL PURPOSE,FOLGERS,2,9,3,1
1111450,1404,4,GR,12,648764,12550080258,Other,,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80258 1  1 0.8125RP   02763,1,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,9,3,1
1111450,1419,3,GR,10,248128,12550006955,Pittsfield,3,        +FOLGR CTR#8 GRND CFE     34.5OZ 0 1 25500  6955 1  1 2.1563RP   02786,2,COFFEE,MISSING,GROUND,CAN,ALL PURPOSE,FOLGERS,2,9,3,1
1111450,1424,2,GR,12,248128,12550080273,Pittsfield,3,        +FOLGR CLSRS GRND CFE       39OZ 0 1 25500 80273 1  1 2.4375RP   02768,2,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,9,3,1
1111468,1419,1,GR,3,248128,12550006955,Pittsfield,3,        +FOLGR CTR#8 GRND CFE     34.5OZ 0 1 25500  6955 1  1 2.1563RP   02786,2,COFFEE,MISSING,GROUND,CAN,ALL PURPOSE,FOLGERS,2,5,1,1
1111526,,,,,,,,,,,,,,,,,,8,1,1
1111542,,,,,,,,,,,,,,,,,,10,2,1
1111559,1389,1,GR,2,648764,24300070130,Other,,        +MAXHS REG GRND CFE CAFEN   13OZ 0 2 43000 70130 1  1 0.8125RP   00148,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,7,2,1
1111559,1393,1,GR,2,648764,34300070150,Other,,        +MAXHS FRCHR GRND CFE     11.5OZ 0 3 43000 70150 1  1 0.7188RP   00125,1,COFFEE,FRENCH ROAST,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,7,2,1
1111971,1379,2,GR,3,648764,24300070130,Other,,        +MAXHS REG GRND CFE CAFEN   13OZ 0 2 43000 70130 1  1 0.8125RP   00148,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,7,2,1
1111971,1387,1,GR,6,234140,14300070522,Pittsfield,2,        +MAXHS MSTBD GRND CFE     34.5OZ 0 1 43000 70522 1  1 2.1563RP   00137,2,COFFEE,MISSING,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,7,2,1
1112029,,,,,,,,,,,,,,,,,,2,1,1
1112052,,,,,,,,,,,,,,,,,,4,2,1
1112102,,,,,,,,,,,,,,,,,,9,1,1
1112110,1375,1,GR,4,248128,22550080031,Pittsfield,3,        +FOLGR REG GRND CFE DECAF   13OZ 0 2 25500 80031 1  1 0.8125RP   06760,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,FOLGERS,2,6,2,1
