PANID,WEEK,UNITs,OUTLET,DOLLARS,IRI_KEY,COLUPC,city,chain,*STUBSPEC 1440RC,VOL_EQ,PRODUCT TYPE,FLAVOR/SCENT,FORM,PACKAGE,BREWING METHOD,L5,brand,income,size,race
3141630,1397,1,GR,3,653776,12550006539,Eau Claire,8,        +FOLGR CLSRS GRND CFE     11.5OZ 0 1 25500  6539 1  1 0.7188RP   02778,1,COFFEE,CLASSIC ROAST,GROUND,CAN,FOR ALL COFEE MAKERS,FOLGERS,2,8,2,1
3141630,1398,1,GR,3,653776,12550006539,Eau Claire,8,        +FOLGR CLSRS GRND CFE     11.5OZ 0 1 25500  6539 1  1 0.7188RP   02778,1,COFFEE,CLASSIC ROAST,GROUND,CAN,FOR ALL COFEE MAKERS,FOLGERS,2,8,2,1
3141630,1400,1,GR,3,653776,24300070340,Eau Claire,8,        +MAXHS REG GRND CFE       11.5OZ 0 2 43000 70340 1  1 0.7188RP   00163,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,8,2,1
3141630,1401,1,GR,3,653776,24300070340,Eau Claire,8,        +MAXHS REG GRND CFE       11.5OZ 0 2 43000 70340 1  1 0.7188RP   00163,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,8,2,1
3141630,1404,1,GR,3,653776,24300070340,Eau Claire,8,        +MAXHS REG GRND CFE       11.5OZ 0 2 43000 70340 1  1 0.7188RP   00163,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,8,2,1
3141630,1405,1,GR,3,653776,24300070340,Eau Claire,8,        +MAXHS REG GRND CFE       11.5OZ 0 2 43000 70340 1  1 0.7188RP   00163,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,8,2,1
3141630,1409,1,GR,3,653776,24300070340,Eau Claire,8,        +MAXHS REG GRND CFE       11.5OZ 0 2 43000 70340 1  1 0.7188RP   00163,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,8,2,1
3141630,1410,1,GR,3,653776,24300070340,Eau Claire,8,        +MAXHS REG GRND CFE       11.5OZ 0 2 43000 70340 1  1 0.7188RP   00163,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,8,2,1
3141630,1411,1,GR,3,653776,24300070340,Eau Claire,8,        +MAXHS REG GRND CFE       11.5OZ 0 2 43000 70340 1  1 0.7188RP   00163,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,8,2,1
3141630,1412,1,GR,3,653776,24300070340,Eau Claire,8,        +MAXHS REG GRND CFE       11.5OZ 0 2 43000 70340 1  1 0.7188RP   00163,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,8,2,1
3141630,1416,1,GR,3,653776,24300070340,Eau Claire,8,        +MAXHS REG GRND CFE       11.5OZ 0 2 43000 70340 1  1 0.7188RP   00163,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,8,2,1
3141630,1418,1,GR,3,653776,24300070340,Eau Claire,8,        +MAXHS REG GRND CFE       11.5OZ 0 2 43000 70340 1  1 0.7188RP   00163,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,8,2,1
3141630,1419,1,GR,3,653776,24300070340,Eau Claire,8,        +MAXHS REG GRND CFE       11.5OZ 0 2 43000 70340 1  1 0.7188RP   00163,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,8,2,1
3141630,1421,1,GR,3,653776,24300070340,Eau Claire,8,        +MAXHS REG GRND CFE       11.5OZ 0 2 43000 70340 1  1 0.7188RP   00163,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,8,2,1
3141630,1422,1,GR,3,653776,24300070340,Eau Claire,8,        +MAXHS REG GRND CFE       11.5OZ 0 2 43000 70340 1  1 0.7188RP   00163,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,8,2,1
3141630,1424,1,GR,3,653776,24300070340,Eau Claire,8,        +MAXHS REG GRND CFE       11.5OZ 0 2 43000 70340 1  1 0.7188RP   00163,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,8,2,1
3141630,1426,1,GR,3,653776,24300070340,Eau Claire,8,        +MAXHS REG GRND CFE       11.5OZ 0 2 43000 70340 1  1 0.7188RP   00163,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,8,2,1
3141663,1374,1,GR,5,653776,12550006321,Eau Claire,8,        +FOLGR SPLRS GRND CFE     34.5OZ 0 1 25500  6321 1  1 2.1563RP   02820,2,COFFEE,SPECIAL ROAST,GROUND,CAN,AUTOMATIC DRIP,FOLGERS,2,7,2,1
3141663,1374,1,GR,7,653776,22550000053,Eau Claire,8,        +FLCOH CLMBI GRND CFE     34.5OZ 0 2 25500    53 1  1 2.1563RP   02836,2,COFFEE,COLOMBIAN,GROUND,CAN,AUTOMATIC DRIP,FOLGERS COFFEE HOUSE,2,7,2,1
3141663,1384,1,GR,7,653776,12550006818,Eau Claire,8,        +FOLGR CLSRS GRND CFE       26OZ 0 1 25500  6818 1  1 1.6250RP   06752,2,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,7,2,1
3141663,1389,2,GR,15,264075,12550006541,Eau Claire,7,        +FGSLT CLSRS GRND CFE     34.5OZ 0 1 25500  6541 1  1 2.1563RP   02862,2,COFFEE,CLASSIC ROAST,GROUND,CANISTER,ALL PURPOSE,FOLGERS LITE,2,7,2,1
3141663,1418,1,GR,7,653776,12550080273,Eau Claire,8,        +FOLGR CLSRS GRND CFE       39OZ 0 1 25500 80273 1  1 2.4375RP   02768,2,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,7,2,1
3141663,1418,2,GR,15,653776,22550006541,Eau Claire,8,        +FOLGR CLSRS GRND CFE     34.5OZ 0 2 25500  6541 1  1 2.1563RP   02779,2,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,7,2,1
3141721,1397,1,GR,6,653776,12550080273,Eau Claire,8,        +FOLGR CLSRS GRND CFE       39OZ 0 1 25500 80273 1  1 2.4375RP   02768,2,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,9,2,1
3141721,1413,1,GR,7,653776,12550006321,Eau Claire,8,        +FOLGR SPLRS GRND CFE     34.5OZ 0 1 25500  6321 1  1 2.1563RP   02820,2,COFFEE,SPECIAL ROAST,GROUND,CAN,AUTOMATIC DRIP,FOLGERS,2,9,2,1
3141721,1419,1,GR,5,653776,12550006817,Eau Claire,8,        +FOLGR CLSRS GRND CFE       26OZ 0 1 25500  6817 1  1 1.6250RP   02776,2,COFFEE,CLASSIC ROAST,GROUND,PLASTIC CONTAINER,ALL PURPOSE,FOLGERS,2,9,2,1
3141721,1424,1,GR,4,653776,12550006764,Eau Claire,8,        +FOLGR FVAN GRND CFE      11.5OZ 0 1 25500  6764 1  1 0.7188RP   02790,1,COFFEE,FRENCH VANILLA,GROUND,CAN,ALL PURPOSE,FOLGERS,2,9,2,1
3141721,1424,1,GR,4,653776,12550007044,Eau Claire,8,        +FOLGR CNSWR GRND CFE     11.5OZ 0 1 25500  7044 1  1 0.7188RP   02781,1,COFFEE,CINNAMON SWIRL,GROUND,CAN,ALL PURPOSE,FOLGERS,2,9,2,1
3141762,,,,,,,,,,,,,,,,,,9,3,1
3141812,1377,1,GR,3,233779,12550006539,Eau Claire,6,        +FOLGR CLSRS GRND CFE     11.5OZ 0 1 25500  6539 1  1 0.7188RP   02778,1,COFFEE,CLASSIC ROAST,GROUND,CAN,FOR ALL COFEE MAKERS,FOLGERS,2,4,1,1
3141812,1391,1,GR,7,233779,12550080273,Eau Claire,6,        +FOLGR CLSRS GRND CFE       39OZ 0 1 25500 80273 1  1 2.4375RP   02768,2,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,4,1,1
3141812,1415,1,GR,4,257871,22550080031,Eau Claire,7,        +FOLGR REG GRND CFE DECAF   13OZ 0 2 25500 80031 1  1 0.8125RP   06760,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,FOLGERS,2,4,1,1
3141838,,,,,,,,,,,,,,,,,,8,2,1
3141937,,,,,,,,,,,,,,,,,,10,3,1
3141986,1418,1,GR,4,264075,22550006541,Eau Claire,7,        +FOLGR CLSRS GRND CFE     34.5OZ 0 2 25500  6541 1  1 2.1563RP   02779,2,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,11,5,1
3141994,1378,1,GR,3,653776,12550080262,Eau Claire,8,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80262 1  1 0.8125RP   02761,1,COFFEE,CLASSIC ROAST,GROUND,BRICKPACK,ALL PURPOSE,FOLGERS,2,6,4,1
3141994,1380,1,GR,3,653776,12550080262,Eau Claire,8,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80262 1  1 0.8125RP   02761,1,COFFEE,CLASSIC ROAST,GROUND,BRICKPACK,ALL PURPOSE,FOLGERS,2,6,4,1
3141994,1389,1,GR,4,653776,12550080273,Eau Claire,8,        +FOLGR CLSRS GRND CFE       39OZ 0 1 25500 80273 1  1 2.4375RP   02768,2,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,6,4,1
3141994,1401,1,GR,7,653776,12550080273,Eau Claire,8,        +FOLGR CLSRS GRND CFE       39OZ 0 1 25500 80273 1  1 2.4375RP   02768,2,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,6,4,1
3141994,1407,1,GR,3,653776,12550080262,Eau Claire,8,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80262 1  1 0.8125RP   02761,1,COFFEE,CLASSIC ROAST,GROUND,BRICKPACK,ALL PURPOSE,FOLGERS,2,6,4,1
3141994,1409,1,GR,3,653776,12550080262,Eau Claire,8,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80262 1  1 0.8125RP   02761,1,COFFEE,CLASSIC ROAST,GROUND,BRICKPACK,ALL PURPOSE,FOLGERS,2,6,4,1
3141994,1410,1,GR,7,653776,12550080273,Eau Claire,8,        +FOLGR CLSRS GRND CFE       39OZ 0 1 25500 80273 1  1 2.4375RP   02768,2,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,6,4,1
3141994,1420,1,GR,5,653776,12550006817,Eau Claire,8,        +FOLGR CLSRS GRND CFE       26OZ 0 1 25500  6817 1  1 1.6250RP   02776,2,COFFEE,CLASSIC ROAST,GROUND,PLASTIC CONTAINER,ALL PURPOSE,FOLGERS,2,6,4,1
3141994,1424,1,GR,5,653776,12550006817,Eau Claire,8,        +FOLGR CLSRS GRND CFE       26OZ 0 1 25500  6817 1  1 1.6250RP   02776,2,COFFEE,CLASSIC ROAST,GROUND,PLASTIC CONTAINER,ALL PURPOSE,FOLGERS,2,6,4,1
3142018,1402,1,GR,3,233779,12550080258,Eau Claire,6,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80258 1  1 0.8125RP   02763,1,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,8,2,1
3142026,,,,,,,,,,,,,,,,,,10,2,1
3142083,1387,1,GR,7,233779,12550080273,Eau Claire,6,        +FOLGR CLSRS GRND CFE       39OZ 0 1 25500 80273 1  1 2.4375RP   02768,2,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,10,2,1
3142158,,,,,,,,,,,,,,,,,,11,4,1
3142166,,,,,,,,,,,,,,,,,,5,1,1
3142208,,,,,,,,,,,,,,,,,,6,1,1
3142224,,,,,,,,,,,,,,,,,,6,1,1
3142232,1374,2,GR,9,233779,12550080273,Eau Claire,6,        +FOLGR CLSRS GRND CFE       39OZ 0 1 25500 80273 1  1 2.4375RP   02768,2,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,5,2,1
3142232,1378,1,GR,7,233779,12550080273,Eau Claire,6,        +FOLGR CLSRS GRND CFE       39OZ 0 1 25500 80273 1  1 2.4375RP   02768,2,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,5,2,1
3142240,,,,,,,,,,,,,,,,,,11,2,1
3142265,,,,,,,,,,,,,,,,,,8,2,1
3142349,,,,,,,,,,,,,,,,,,8,1,1
3142356,1375,1,GR,3,264075,14300070992,Eau Claire,7,        +MAXHS REG GRND CFE CAFEN  5.3OZ 0 1 43000 70992 1  1 0.3313RP   00159,0,COFFEE,REGULAR,GROUND,CANISTER,FILTER PACK,MAXWELL HOUSE,1,9,2,1
3142356,1381,1,GR,5,1085053,14300070342,Eau Claire,8,        +MXHLT REG GRND CFE       34.5OZ 0 1 43000 70342 1  1 2.1563RP   00180,2,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE LITE,1,9,2,1
3142356,1388,2,GR,16,264075,14300070342,Eau Claire,7,        +MXHLT REG GRND CFE       34.5OZ 0 1 43000 70342 1  1 2.1563RP   00180,2,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE LITE,1,9,2,1
3142356,1396,1,GR,5,1085053,14300070630,Eau Claire,8,        +MAXHS REG GRND CFE CAFEN   39OZ 0 1 43000 70630 1  1 2.4375RP   00154,2,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,9,2,1
3142356,1404,1,GR,5,1085053,14300070630,Eau Claire,8,        +MAXHS REG GRND CFE CAFEN   39OZ 0 1 43000 70630 1  1 2.4375RP   00154,2,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,9,2,1
3142372,1388,1,GR,8,264075,14300070342,Eau Claire,7,        +MXHLT REG GRND CFE       34.5OZ 0 1 43000 70342 1  1 2.1563RP   00180,2,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE LITE,1,1,1,1
3142380,,,,,,,,,,,,,,,,,,12,6,1
3142422,,,,,,,,,,,,,,,,,,1,2,1
3142448,1406,1,GR,3,228037,12550006313,Eau Claire,6,        +FOLGR HZLNT WBCFE CAFEN    12OZ 0 1 25500  6313 1  1 0.7500RP   12127,1,WHOLE BEAN COFFEE,HAZELNUT,MISSING,FOIL BAG,MISSING,FOLGERS,2,7,1,1
3142489,,,,,,,,,,,,,,,,,,4,4,3
3142562,1376,1,GR,4,1085053,12550006874,Eau Claire,8,        +FOLGR HZLNT GRND CFE     11.5OZ 0 1 25500  6874 1  1 0.7188RP   06756,1,COFFEE,HAZELNUT,GROUND,CANISTER,ALL PURPOSE,FOLGERS,2,2,1,1
3142562,1395,1,GR,3,1085053,22550080031,Eau Claire,8,        +FOLGR REG GRND CFE DECAF   13OZ 0 2 25500 80031 1  1 0.8125RP   06760,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,FOLGERS,2,2,1,1
3142562,1403,1,GR,4,1085053,12550006874,Eau Claire,8,        +FOLGR HZLNT GRND CFE     11.5OZ 0 1 25500  6874 1  1 0.7188RP   06756,1,COFFEE,HAZELNUT,GROUND,CANISTER,ALL PURPOSE,FOLGERS,2,2,1,1
3142570,,,,,,,,,,,,,,,,,,8,4,1
3142604,,,,,,,,,,,,,,,,,,8,2,1
3142638,1388,1,GR,7,233779,12550006541,Eau Claire,6,        +FGSLT CLSRS GRND CFE     34.5OZ 0 1 25500  6541 1  1 2.1563RP   02862,2,COFFEE,CLASSIC ROAST,GROUND,CANISTER,ALL PURPOSE,FOLGERS LITE,2,7,2,1
3142638,1400,1,GR,7,233779,14300070342,Eau Claire,6,        +MXHLT REG GRND CFE       34.5OZ 0 1 43000 70342 1  1 2.1563RP   00180,2,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE LITE,1,7,2,1
3142638,1420,1,GR,3,233779,24300070130,Eau Claire,6,        +MAXHS REG GRND CFE CAFEN   13OZ 0 2 43000 70130 1  1 0.8125RP   00148,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,7,2,1
3142638,1420,1,GR,3,233779,24300070340,Eau Claire,6,        +MAXHS REG GRND CFE       11.5OZ 0 2 43000 70340 1  1 0.7188RP   00163,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,7,2,1
3142653,,,,,,,,,,,,,,,,,,6,1,1
3142679,,,,,,,,,,,,,,,,,,7,2,1
3142695,1383,1,GR,7,233779,52550020012,Eau Claire,6,        +FOLGR GRTSP GRND CFE     34.5OZ 0 5 25500 20012 1  1 2.1563RP   02795,2,COFFEE,MISSING,GROUND,CAN,ALL PURPOSE,FOLGERS,2,8,1,
3142695,1392,1,GR,7,653776,62550020012,Eau Claire,8,        +FLCOH GRTSP GRND CFE     34.5OZ 0 6 25500 20012 1  1 2.1563RP   02850,2,COFFEE,MISSING,GROUND,CAN,ALL PURPOSE,FOLGERS COFFEE HOUSE,2,8,1,
3142695,1398,1,GR,3,233779,14300075105,Eau Claire,6,        +MAXHS CSPME GRND CFE       11OZ 0 1 43000 75105 1  1 0.6875RP   00120,1,COFFEE,COLOMBIAN SUPREME,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,8,1,
3142695,1414,1,GR,3,257871,12550080258,Eau Claire,7,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80258 1  1 0.8125RP   02763,1,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,8,1,
3142695,1424,1,GR,3,257871,42550080288,Eau Claire,7,        +FLCOH GRTSP GRND CFE     11.5OZ 0 4 25500 80288 1  1 0.7188RP   02847,1,COFFEE,MISSING,GROUND,CAN,ALL PURPOSE,FOLGERS COFFEE HOUSE,2,8,1,
3142695,1425,1,GR,3,257871,42550000051,Eau Claire,7,        +FLCOH CLMBI GRND CFE     11.5OZ 0 4 25500    51 1  1 0.7188RP   02834,1,COFFEE,COLOMBIAN,GROUND,CAN,ALL PURPOSE,FOLGERS COFFEE HOUSE,2,8,1,
3142695,1426,1,GR,3,257871,42550080288,Eau Claire,7,        +FLCOH GRTSP GRND CFE     11.5OZ 0 4 25500 80288 1  1 0.7188RP   02847,1,COFFEE,MISSING,GROUND,CAN,ALL PURPOSE,FOLGERS COFFEE HOUSE,2,8,1,
3142711,1391,1,GR,3,1085053,12550080258,Eau Claire,8,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80258 1  1 0.8125RP   02763,1,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,5,2,1
3142711,1412,1,GR,3,264075,12550080258,Eau Claire,7,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80258 1  1 0.8125RP   02763,1,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,5,2,1
3142711,1412,1,GR,4,264075,22550080031,Eau Claire,7,        +FOLGR REG GRND CFE DECAF   13OZ 0 2 25500 80031 1  1 0.8125RP   06760,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,FOLGERS,2,5,2,1
3142711,1419,1,GR,5,264075,12550080273,Eau Claire,7,        +FOLGR CLSRS GRND CFE       39OZ 0 1 25500 80273 1  1 2.4375RP   02768,2,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,5,2,1
3142745,1395,1,GR,3,653776,24300070130,Eau Claire,8,        +MAXHS REG GRND CFE CAFEN   13OZ 0 2 43000 70130 1  1 0.8125RP   00148,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,7,2,1
3142745,1400,1,GR,7,653776,14300070630,Eau Claire,8,        +MAXHS REG GRND CFE CAFEN   39OZ 0 1 43000 70630 1  1 2.4375RP   00154,2,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,7,2,1
3142745,1402,1,GR,3,653776,24300070130,Eau Claire,8,        +MAXHS REG GRND CFE CAFEN   13OZ 0 2 43000 70130 1  1 0.8125RP   00148,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,7,2,1
3142745,1404,1,GR,3,653776,24300070130,Eau Claire,8,        +MAXHS REG GRND CFE CAFEN   13OZ 0 2 43000 70130 1  1 0.8125RP   00148,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,7,2,1
3142745,1407,1,GR,3,653776,12550080258,Eau Claire,8,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80258 1  1 0.8125RP   02763,1,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,7,2,1
3142844,,,,,,,,,,,,,,,,,,6,5,1
3142893,,,,,,,,,,,,,,,,,,7,2,1
3142927,,,,,,,,,,,,,,,,,,4,1,1
3142950,,,,,,,,,,,,,,,,,,6,3,1
3143016,,,,,,,,,,,,,,,,,,11,5,1
3143073,1378,1,GR,7,228037,14300070630,Eau Claire,6,        +MAXHS REG GRND CFE CAFEN   39OZ 0 1 43000 70630 1  1 2.4375RP   00154,2,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,5,2,1
3143073,1411,1,GR,3,228037,12550006313,Eau Claire,6,        +FOLGR HZLNT WBCFE CAFEN    12OZ 0 1 25500  6313 1  1 0.7500RP   12127,1,WHOLE BEAN COFFEE,HAZELNUT,MISSING,FOIL BAG,MISSING,FOLGERS,2,5,2,1
3143073,1415,1,GR,6,228037,12550080273,Eau Claire,6,        +FOLGR CLSRS GRND CFE       39OZ 0 1 25500 80273 1  1 2.4375RP   02768,2,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,5,2,1
3143164,1379,1,GR,7,264075,12550080273,Eau Claire,7,        +FOLGR CLSRS GRND CFE       39OZ 0 1 25500 80273 1  1 2.4375RP   02768,2,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,8,2,1
3143164,1389,1,GR,7,264075,12550006541,Eau Claire,7,        +FGSLT CLSRS GRND CFE     34.5OZ 0 1 25500  6541 1  1 2.1563RP   02862,2,COFFEE,CLASSIC ROAST,GROUND,CANISTER,ALL PURPOSE,FOLGERS LITE,2,8,2,1
3143164,1410,1,GR,8,264075,22550006541,Eau Claire,7,        +FOLGR CLSRS GRND CFE     34.5OZ 0 2 25500  6541 1  1 2.1563RP   02779,2,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,8,2,1
3143164,1418,1,GR,7,264075,22550000053,Eau Claire,7,        +FLCOH CLMBI GRND CFE     34.5OZ 0 2 25500    53 1  1 2.1563RP   02836,2,COFFEE,COLOMBIAN,GROUND,CAN,AUTOMATIC DRIP,FOLGERS COFFEE HOUSE,2,8,2,1
3143198,,,,,,,,,,,,,,,,,,12,3,1
3143222,,,,,,,,,,,,,,,,,,9,3,1
3143248,,,,,,,,,,,,,,,,,,6,4,1
3143263,,,,,,,,,,,,,,,,,,2,2,1
3143271,1374,1,GR,5,233779,12550080273,Eau Claire,6,        +FOLGR CLSRS GRND CFE       39OZ 0 1 25500 80273 1  1 2.4375RP   02768,2,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,6,1,1
3143271,1381,1,GR,7,233779,12550080273,Eau Claire,6,        +FOLGR CLSRS GRND CFE       39OZ 0 1 25500 80273 1  1 2.4375RP   02768,2,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,6,1,1
3143271,1384,1,GR,7,233779,22550000053,Eau Claire,6,        +FLCOH CLMBI GRND CFE     34.5OZ 0 2 25500    53 1  1 2.1563RP   02836,2,COFFEE,COLOMBIAN,GROUND,CAN,AUTOMATIC DRIP,FOLGERS COFFEE HOUSE,2,6,1,1
3143271,1389,1,GR,4,233779,12550080273,Eau Claire,6,        +FOLGR CLSRS GRND CFE       39OZ 0 1 25500 80273 1  1 2.4375RP   02768,2,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,6,1,1
3143271,1414,1,GR,7,233779,12550080273,Eau Claire,6,        +FOLGR CLSRS GRND CFE       39OZ 0 1 25500 80273 1  1 2.4375RP   02768,2,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,6,1,1
3143289,,,,,,,,,,,,,,,,,,10,2,1
3143305,1377,1,GR,11,1085053,11114110044,Eau Claire,8,        +8OCLK ORIGB WBCFE DECAF    39OZ 0 1 11141 10044 1  1 2.4375RP   12677,2,WHOLE BEAN COFFEE,ORIGINAL BLEND,MISSING,FOIL BAG,MISSING,EIGHT O CLOCK,3,5,2,1
3143305,1384,1,GR,11,1085053,11114110044,Eau Claire,8,        +8OCLK ORIGB WBCFE DECAF    39OZ 0 1 11141 10044 1  1 2.4375RP   12677,2,WHOLE BEAN COFFEE,ORIGINAL BLEND,MISSING,FOIL BAG,MISSING,EIGHT O CLOCK,3,5,2,1
3143305,1394,1,GR,5,264075,11114110523,Eau Claire,7,        +8OCLK ORIGB WBCFE DECAF    13OZ 0 1 11141 10523 1  1 0.8125RP   12676,1,WHOLE BEAN COFFEE,ORIGINAL BLEND,MISSING,FOIL BAG,MISSING,EIGHT O CLOCK,3,5,2,1
3143305,1395,1,GR,4,1085053,12550006307,Eau Claire,8,        +FOLSL CSCSM WBCFE DECAF    12OZ 0 1 25500  6307 1  1 0.7500RP   12133,1,WHOLE BEAN COFFEE,CLASSIC SUPREME,MISSING,FOIL BAG,MISSING,FOLGERS SELECT,2,5,2,1
3143305,1395,1,GR,5,1085053,14300070170,Eau Claire,8,        +MAXHS FRCHR GRND CFE     34.5OZ 0 1 43000 70170 1  1 2.1563RP   00127,2,COFFEE,FRENCH ROAST,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,5,2,1
3143305,1397,1,GR,12,264075,11114110044,Eau Claire,7,        +8OCLK ORIGB WBCFE DECAF    39OZ 0 1 11141 10044 1  1 2.4375RP   12677,2,WHOLE BEAN COFFEE,ORIGINAL BLEND,MISSING,FOIL BAG,MISSING,EIGHT O CLOCK,3,5,2,1
3143305,1399,1,GR,9,1085053,14300074412,Eau Claire,8,        +MAXHS REG GRND CFE       34.5OZ 0 1 43000 74412 1  1 2.1563RP   05997,2,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,5,2,1
3143305,1405,1,GR,11,1085053,11114110044,Eau Claire,8,        +8OCLK ORIGB WBCFE DECAF    39OZ 0 1 11141 10044 1  1 2.4375RP   12677,2,WHOLE BEAN COFFEE,ORIGINAL BLEND,MISSING,FOIL BAG,MISSING,EIGHT O CLOCK,3,5,2,1
3143305,1425,1,GR,13,264075,11114110044,Eau Claire,7,        +8OCLK ORIGB WBCFE DECAF    39OZ 0 1 11141 10044 1  1 2.4375RP   12677,2,WHOLE BEAN COFFEE,ORIGINAL BLEND,MISSING,FOIL BAG,MISSING,EIGHT O CLOCK,3,5,2,1
3143339,,,,,,,,,,,,,,,,,,5,1,1
3143347,,,,,,,,,,,,,,,,,,9,6,1
3143362,,,,,,,,,,,,,,,,,,7,2,1
